index  r co          x co          y co          z co          spee          v co          w co          u co          Ener          
6444   0.8175        0.3487        -0.3768       -0.6361       0.4223        0.2505        -0.2379       0.2428        -0.9050       
6445   5.6360        -5.0451       2.3776        -0.8114       0.4842        -0.1169       -0.0836       0.4624        -0.0828       
6446   5.1613        -1.4697       -4.8850       0.7852        0.6410        0.4199        0.4809        0.0566        0.0665        
6447   1.5063        -0.7840       1.2661        0.2265        0.3231        -0.2996       -0.0809       -0.0900       -0.7662       
6448   0.6989        -0.4742       -0.3726       -0.3531       0.9681        0.7356        0.5541        -0.2985       -0.1812       
6449   3.4273        0.8529        2.4573        2.2319        0.5232        0.2707        -0.3681       -0.2549       -0.2209       
6450   10.9868       2.1372        9.8408        4.3935        0.4577        -0.2161       0.1450        0.3766        0.0426        
6451   1.3547        -0.6794       1.0428        -0.5350       0.8600        -0.7979       -0.2509       -0.2003       -0.1760       
6452   0.4000        -0.2183       0.2701        0.1985        0.6058        -0.5831       0.1578        0.0461        -0.8251       
6453   1.0559        0.9841        -0.1336       -0.3586       0.0616        -0.0481       0.0318        -0.0216       -1.0051       
6454   9.0265        5.5961        -1.9279       -6.8150       0.3853        -0.1115       -0.3578       0.0895        -0.0538       
6455   7.7643        -2.5574       5.1490        5.2185        0.4215        0.0175        -0.3907       -0.1572       -0.0564       
6456   1.3345        0.9414        -0.9447       0.0496        0.6948        -0.6385       -0.1908       -0.1968       -0.4391       
6457   2.0329        -0.7811       -1.8169       -0.4709       0.7086        -0.2634       -0.6429       0.1393        -0.2304       
6458   17.7350       -2.7861       -9.5674       -14.6708      0.1720        -0.0806       0.1497        -0.0259       -0.0744       
6459   4.5353        -1.8576       -3.0946       2.7462        0.2977        0.2042        0.2111        0.0485        -0.2988       
6460   0.2090        0.0143        -0.0197       -0.2076       0.7285        0.3481        -0.4093       -0.4920       -0.6913       
6461   11.7059       -4.0771       5.2115        9.6564        0.4499        -0.0205       0.2076        -0.3986       0.0456        
6462   0.3674        0.0953        -0.2845       -0.2122       1.0461        -0.8689       -0.3555       -0.4615       -0.1041       
6463   1.3470        0.4808        1.2123        0.3368        1.0044        -0.2772       -0.0440       -0.9644       0.0909        
6464   0.8972        0.6897        0.2371        -0.5225       1.2430        -0.6616       -0.6110       0.8567        0.4861        
6465   0.5571        0.1427        -0.5238       -0.1249       0.3325        -0.0715       0.3142        0.0820        -1.0461       
6466   3.9642        -3.7184       -1.3605       0.1935        0.4583        -0.2107       -0.3949       -0.0986       -0.2266       
6467   2.0973        -1.1225       -1.5688       -0.8230       0.8439        0.7578        -0.3536       0.1137        -0.0055       
6468   13.6011       9.7918        1.0813        -9.3777       0.4079        -0.0780       -0.3714       -0.1494       0.0311        
6469   1.3990        -0.6595       -0.5054       1.1255        0.5459        0.2617        -0.2072       0.4319        -0.6043       
6470   1.6099        -0.1196       -1.5629       0.3670        0.5802        0.4433        -0.3545       -0.1200       -0.5045       
6471   1.4614        -0.2371       1.0442        -0.9946       0.4547        0.1654        -0.0121       -0.4234       -0.6770       
6472   1.1783        0.0340        -0.6733       0.9664        0.4645        0.1794        -0.4285       0.0007        -0.7544       
6473   3.4725        -1.7406       -2.5864       -1.5294       0.6204        0.0640        -0.3008       0.5388        -0.1044       
6474   3.7013        2.7770        2.4426        0.1461        0.4208        -0.3435       0.2359        0.0587        -0.2863       
6475   1.2581        -0.2806       -1.2263       -0.0131       0.3960        0.1108        -0.0775       0.3722        -0.7885       
6476   2.1992        1.9974        0.0910        0.9158        0.9589        0.1656        -0.4362       -0.8377       0.2243        
6477   2.8478        0.4717        1.9037        2.0647        0.5931        -0.0714       0.2807        0.5176        -0.2232       
6478   4.2555        0.0677        1.6728        3.9123        0.3117        0.2477        0.1633        0.0956        -0.3130       
6479   3.2551        -2.8102       0.3661        -1.6014       0.5340        -0.1048       -0.1448       -0.5032       -0.2313       
6480   1.5084        -0.0878       1.3784        -0.6064       0.5245        0.2807        0.4143        -0.1569       -0.5949       
6481   3.0928        1.1691        -1.0408       -2.6675       0.3607        0.2290        -0.2615       0.0965        -0.4083       
6482   1.1761        -0.7107       -0.1385       0.9268        1.0128        0.5138        0.8723        -0.0307       0.0549        
6483   2.4383        -2.0356       -0.2523       -1.3185       0.5041        0.0345        -0.4207       -0.2756       -0.3923       
6484   1.2677        0.2818        1.0586        0.6380        0.2748        0.1676        -0.0309       -0.2156       -0.8668       
6485   26.0039       -15.5904      -16.5457      -12.6246      0.2334        0.0246        -0.2313       -0.0198       -0.0166       
6486   2.0858        1.4741        0.7603        1.2648        0.4047        -0.0872       0.2565        0.3007        -0.5566       
6487   3.8464        -2.8238       2.0947        -1.5598       0.4183        -0.3429       -0.1200       0.2075        -0.2733       
6488   29.0932       -27.6976      5.9475        6.6248        0.2335        -0.1000       0.1974        0.0744        -0.0090       
6489   2.0256        0.1351        -0.8394       1.8385        0.3409        0.1705        0.2677        0.1244        -0.6181       
6490   1.0134        0.5893        0.8184        -0.0997       0.8365        -0.1771       0.0861        0.8130        -0.3227       
6491   1.5978        0.8167        -0.9175       -1.0219       0.8082        0.3866        0.6925        0.1553        -0.1914       
6492   1.0193        0.7342        -0.1584       -0.6891       1.0362        0.7208        0.6440        0.3737        0.0533        
6493   1.0625        1.0491        -0.0419       -0.1633       0.2330        0.1314        -0.1724       -0.0855       -0.9525       
6494   4.8009        -0.4909       3.5201        -3.2274       0.4630        0.4074        0.2130        -0.0553       -0.1536       
6495   1.2364        0.8945        0.4054        0.7511        1.0944        -0.0987       0.9841        0.4684        0.2456        
6496   1.4065        1.3188        -0.3334       -0.3578       0.5084        0.1007        -0.4277       0.2558        -0.6416       
6497   2.6833        1.0347        -0.4899       -2.4268       0.6334        0.3030        0.2010        -0.5186       -0.2009       
6498   11.0712       -4.2478       -9.9628       -2.2957       0.4568        0.1770        0.2672        -0.3254       0.0430        
6499   0.5073        0.4402        -0.2365       -0.0877       0.8803        0.6578        -0.4006       -0.4262       -0.3939       
6500   4.8565        0.6949        -4.4165       1.8968        0.5788        0.1997        0.2260        -0.4940       -0.0291       
6501   0.5005        -0.2273       0.4368        0.0900        0.8168        0.5602        -0.0250       0.5939        -0.5032       
6502   0.9911        0.1022        -0.9839       0.0619        0.4910        -0.2719       0.3909        -0.1202       -0.7883       
6503   1.1352        -1.0777       0.2871        0.2117        0.6079        0.4922        0.3569        -0.0021       -0.6143       
6504   2.0804        1.4983        -0.7171       1.2526        0.8159        -0.3102       0.4437        0.6105        -0.0558       
6505   5.9415        4.7282        3.1148        1.8009        0.2955        -0.2128       -0.2050       0.0064        -0.2147       
6506   1.8122        0.8916        -1.1233       1.1079        1.0109        0.0164        -0.8583       0.5339        0.2353        
6507   0.4725        -0.4104       -0.0222       -0.2332       0.6059        0.3181        0.0940        0.5071        -0.8097       
6508   1.2972        -0.4100       0.9117        -0.8266       0.9095        -0.5595       0.7087        0.1090        -0.1061       
6509   0.9250        0.0485        0.6300        -0.6755       0.4912        -0.4764       0.1192        0.0091        -0.8089       
6510   15.1276       -3.5726       -2.6139       -14.4654      0.1857        0.1618        -0.0738       -0.0534       -0.0873       
6511   3.6252        3.0915        0.9509        -1.6373       0.2890        -0.2712       -0.0857       -0.0517       -0.3882       
6512   1.1085        -0.5561       -0.1376       -0.9490       0.7427        0.6165        0.3435        0.2312        -0.4407       
6513   1.7287        1.6542        -0.2777       0.4180        0.7318        -0.3061       0.4226        0.5132        -0.2730       
6514   9.8436        -4.8002       -8.4094       -1.7712       0.1634        -0.0324       0.0483        0.1527        -0.1592       
6515   2.4904        -0.6128       -1.6219       1.7876        0.7628        0.5310        -0.4780       -0.2674       -0.0547       
6516   0.9658        -0.0042       0.2909        0.9209        0.4970        -0.2582       0.1076        -0.4108       -0.7903       
